貼文編號,粉絲專頁編號,粉絲專頁名稱,標題,說明,期間（秒）,發佈時間,說明文字類型,永久連結,多文發佈貼文,是分享的貼文,貼文類型,語言,自訂標籤,贊助內容狀態,資料留言,日期,觸及人數,心情、留言和分享,心情,留言,分享,總點擊次數,符合目標廣告受眾的用戶瀏覽情形（Photo Click）,其他點擊次數,連結點擊次數,,,,,,,
9.99E+14,1.00E+14,MindDuo親子共讀,"#打造夢幻的親子共讀空間✨

不知道大家平時在家中閱讀時，會有怎樣的閱讀空間呢？
MindDuo小編今天要跟大家聊聊，怎樣打造心中💯的閱讀空間！

🌟 光線明亮，激發閱讀興趣
選擇一個自然光充足的位置，不僅能保護眼睛，還能讓整個空間顯得更溫馨舒適，如果自然光不足，選擇柔不刺眼的閱讀燈，同樣可以營造出溫暖的閱讀氛圍。

🛋️ 舒適的座椅，享受閱讀時光
擺放幾張舒適的椅子或懶人沙發，讓親子共讀時光變得更放鬆愉快，相信孩子們在舒適的環境中閱讀，這樣可以讓他們更容易集中注意力，並享受書本帶來的樂趣。

📖 豐富的書籍，激發探索欲
在閱讀空間中擺放一個小書架，選擇一些適合不同年齡段孩子的書籍，不僅要有繪本和故事書，還可以加入一些科普類、冒險類的書籍，讓孩子在閱讀中發現新奇和興趣。
讓我們一起打造一個專屬於親子共讀的夢幻空間，讓孩子在明亮舒適的環境中，愛上閱讀，享受閱讀的無窮樂趣！
留言與小編分享，心中最讚的閱讀空間是什麼風格呢！小編將送上神秘大禮包填充你家中的閱讀角📚💖
感謝@優德室內設計 提供拍攝場地",,0,07/17/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0L9TcPBoNqFYZeg2mwxxaDwFJSqP9kWfLWrPci5UxMgqnYgQrqySJryEVYkng7SX3l,0,0,相片,,,,,總期間,3493,119,59,41,19,78,7,71,,,,,,,,
1.43E+15,4.94E+14,MindDuo親子共讀,"「我相信叔叔。」
「我相信叔叔不是這樣的。」

一句簡單的「我相信你」，
能夠讓人了解自己是被深深信賴著的，
也能夠為人注入滿滿的能量以及勇氣💪

突如其來的大地震讓小恐龍利克拉的爸爸媽媽受困在洞穴中，
找了許多恐龍朋友來救援卻以失敗告終，
最後只好請求兇惡無比的霸王龍的幫助🦖
不過因為霸王龍是肉食動物所以不被其他恐龍所信任，
但利克拉溫暖的話語與行動讓霸王龍深受感動🥰
究竟利克拉的爸爸媽媽能不能被順利救出呢👀

在與孩子共讀這本繪本時，
可以透過故事來讓孩子學習面臨困難時堅持不懈的態度😎
對於缺乏自信心的孩子，
也可以常常對孩子說：「我相信你」，
透過溫暖的話語讓孩子多點自信🙌

《我相信你》的作者宮西達也老師，
擁有許多著名的暢銷著作📚
還想看更多宮西達也老師的作品嗎🤓
歡迎跟留言跟小編敲碗哦🤗
＃MindDuo3到6歲書單推薦",,0,07/18/2022 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02e9Q39GQsgnmPvzxZbVcbHZ1LAchciWWxHqMTxCB8vX44gG9GPAafAfBBJi3YCjMbl,0,0,相片,,,,,總期間,40,119,99,16,4,3,3,,,,,,,,,
1.00E+15,1.00E+14,MindDuo親子共讀,"#2023法國圖書館聯盟兒童文學獎
紅蟾蜍和白蟾蜍是一對性格截然不同的好朋友
/
紅蟾蜍喜歡獨自在家畫畫、寫詩✍️
而白蟾蜍是個熱愛社交的快樂蟾蜍
對白蟾蜍來說
最快樂的事就是交新朋友和約好朋友出去玩
/
雖然紅蟾蜍不喜歡和很多人一起出門🏃
但他喜歡和白蟾蜍在一起的時光
所以每次還是會和白蟾蜍一起出門
/
然而，紅蟾蜍有點吃醋
他不想和任何人分享白蟾蜍
終於有一天
兩隻蟾蜍吵架了😡
紅蟾蜍一時情緒失控
結果白蟾蜍受傷了
被送進了醫院
/
繪本中討論「佔有」及「情緒控制」，
有這些情緒並非壞事
對於美好的事物
一定都想緊抓在手中
但是當事情不如自己所願時
失落、憤怒湧上心頭
在情緒出現前
透過繪本引導孩子認識情緒
學會分享和理解",,0,07/18/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid025a4cd7VptiNiydf8EaQptUQMdwVt28A3jJNz5y8Pi9QnpS36KGebwAXGL1DusSVcl,0,0,相片,,,,,總期間,4165,51,49,0,2,84,58,26,,,,,,,,
7.54E+14,1.00E+14,MindDuo親子共讀,"#已開獎
＃文末有驚喜
＃MindDuo掛名推薦
＃日本暢銷9萬冊河馬啵啵系列繪本

大家喜愛《河馬啵啵》系列！
有新的主題故事啦！🥳
/
採收蔬菜日子的前一晚
故事主角河馬啵啵，發現夜空出現流星
啵啵對著流星許下了心願🌠
「希望我的南瓜長得又大又圓！」
/
第二天早上，
啵啵的南瓜果真巨大無比，
上面還繫著
一個紅色氣球和一封邀請信🎈✉
於是啵啵和好朋友們
決定帶著自己栽種的蔬菜
跟著邀請信的指示，來到氣球樹山丘。
在山丘上大伙兒用自己收成的蔬果
烹煮一鍋美味的南瓜咖哩濃湯，
一起揮汗，享受耕耘後的豐收喜悅
/
生動的故事配上精美的插圖，
小編邊看邊流口水🤤
等不及也想親自煮一鍋美味咖哩來吃！

故事中的小動物們，
在咖哩放了許多蔬菜
不知道你們吃咖哩🍛喜歡放什麼料呢！

\抽獎活動來啦🎁/

完成以下兩步驟，就有機會獲得好禮 !!!
1.「按讚」: 按讚 MindDuo親子共讀 粉專
2.「標記」: 標記一位也愛吃咖哩的朋友😆
3.「留言」: 留言處分享，
你們喜歡在咖哩飯裡放什麼料呢？

活動截止至7/31 23:59
小編將在8/1抽出一位獲得
《河馬啵啵的南瓜咖哩派對》這本繪本呦!!!",,0,07/19/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02tFVRjT8c6viNuFJaHGxfYBfaJVWYNoeWQ1t1B9tZiFgKLdrHe4CGpJeHug31xfQ8l,0,0,相片,,,,,總期間,10568,1306,565,506,235,1529,1206,323,,,,,,,,
1.00E+15,1.00E+14,MindDuo親子共讀,"#亞馬遜網路書店5星繪本
#無獎徵答
在面對生活不順時 
只要轉個彎 
一起把「情緒行李」暫時放下 🧳
/
背著「緊張兮兮」 😰
「忐忑不安」 😟
「畏畏縮縮」和「垂頭喪氣」 😞
這些情緒行李
走得好累啊！ 
但當他學會放下這些負擔
他開始感到輕鬆 
變得更自信 
積極迎接前方的挑戰 🛤️
/
還記得我們之前介紹過的「情緒怪獸」嗎 
每個情緒都有不同顏色 
用顏色畫出言語表達不出的情緒 🖍️
告訴這些情緒
謝謝你來找我
但現在我要和你說再見啦！ 
這樣的互動
不僅能讓孩子學會覺察和接納自己的情緒
也能讓他們知道
這些情緒是可以被放下的
/
我們都會有情緒的起伏 
重要的是學會如何去覺察並管理它們 
在繪本的陪伴下 
相信每個孩子都能夠在情緒的旅程中
找到屬於自己的勇氣和力量！ 🌟
/
跟小編分享覺得目前自己最該放下的情緒是什麼吧~",,0,07/19/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid086xBQA9xpbTfjLAzMDTwGwiqVCd6sjXkdUXVwNLr4FhNPtY82e4c6hAXWpcYUtQbl,0,0,相片,,,,,總期間,4487,98,70,24,4,167,72,95,,,,,,,,
1.43E+15,4.94E+14,MindDuo親子共讀,"漢字的結構是怎麼組成的呢？
每個部首又代表什麼意義呢？
相信不少孩子在學習國字時都會有這些疑問吧🤔
小編小時候也常常纏著爸媽們詢問：
「為什麼這個字長這樣？」
「為什麼國字有那麼多部首？」

《字的傳奇3：搶救倉頡爺爺》，
以精采有趣的冒險故事，
帶領孩子進入奇幻的文字世界，
認識造字法則與由來，
藉由了解文字背後的意義，
幫助正在學習漢字的孩子們更快速的學習，
為孩子的閱讀能力奠下穩固的基石💪
究竟這次的冒險會發生什麼有趣的事呢🧐

這次要介紹的《字的傳奇3：搶救倉頡爺爺》，
是一本橋梁書📚，
除了適合正在學習漢字的孩子，
也很適合讓低年齡層的孩子閱讀，
從小開始建立語文語感🧐

在與孩子共讀時，
家長可以帶領孩子思考同一個字還有沒有別的部首可以搭配，
讓文字學習更生動有趣🙌
#MindDuo低年級書單推薦",,0,07/20/2022 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0YCJ4x4MDUBaf6N4Q9g1FfK9ggVr2nAAieoEkZqHKPYGyGD9UyRJNGKdJsjJjXr3Dl,0,0,相片,,,,,總期間,33,79,72,3,4,2,2,,,,,,,,,
7.55E+14,1.00E+14,MindDuo親子共讀,"#贈書活動✨
#貓戰士共讀夏令營 

晨星出版邀約全台學童
參與八月舉辦的貓戰士線上共讀夏令營！

現在只要簡單幾步驟，
即可獲得貓戰士首部曲《荒野新生》的贈書1本
（紙本書或電子書擇1）

而且！
凡於8/1~8/27在活動網站「討論區」
參與回覆並留言討論，都可以獲得積分，
累計積分就可以參加每週的抽獎活動！😍

★★抽獎好禮有：
iPad 第九代、Readmoo mooInk S 6吋電子書閱讀器、Apple Airpods第三代……☆☆

馬上點擊，了解詳情！
活動網址：https://www.bookmanta.com/
活動時間：8/1~8/27

➡即日起至7/31完成報名，
八月和朋友、同學共讀這個夏天！
#貓戰士",,0,07/20/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0SUQUc9i89u7or5YcHWMLmf4TTX5vh93GUpJoj9TEUr2cSoCgYhjZ9GPFLYx2SdKZl,0,0,相片,,,,,總期間,4560,37,34,0,3,92,50,12,30,,,,,,,
7.57E+14,1.00E+14,MindDuo親子共讀,"#已開獎
#留言處有驚喜
#暑假不能錯過的親子劇場
恭喜 Linda Lin 獲獎
----------------------------------------------------------------
⭐2023華山親子表藝節 反面穿舞蹈劇場 《不能開的花》⭐

👉關於《不能開的花》
💖「簡單、質樸、小巧，容易親近。藉由舞蹈，用輕盈、可愛的方式娓娓道來，將難以一言以蔽之的議題「說」好。舞台上沒有擬真戰爭，沒有暴力，化戰爭元素為發光的種子等，和孩子好好談論戰爭。」....表演藝術評論台

本次演出是歷經疫情三年後，
首次與繪本作家楊子葦合作推出的新作《不能開的花》。
在今年三月底在桃園米倉劇場首演後，
即將回到台北，以童趣的畫面，帶領親子進入劇場的魔法。
創作靈感來自美國民歌之父，
 Pete Seeger 知名的反戰民謠 《Where have all the flowers gone》，
結合以舞蹈、默劇，向孩子描繪「戰爭」這個殘酷的主題，
看似輕拂卻又重重錘下，
讓人經歷一場笑中帶淚的魔幻時刻。

👉關於反面穿舞蹈劇場
「反面穿舞蹈劇場」於2016年正式成立，
以敏銳的生活觀察或是天馬行空的荒謬奇想述說不同的故事。
作品在編排上試圖拋開過於艱澀難懂的現代舞語彙，
利用不同的有趣道具作為肢體的延伸，
以獨特的觀點與表演方式，
試圖將作品帶出更多想像空間，
讓更多觀眾可以享受現代舞的思考過程。
近期演出作品包含
2020《親密的生份》、
2019文化部扶植青年藝術發展補助 《長相奇特的哈巴狗》、
2019桃園市政府藝術綠洲創作計畫《樹梢來的微笑》、
2018台北兒童藝術節社區藝術演出《奈勒斯》、
2018華山親子表藝節《花不見了》等，
曾兩度受邀至深圳灣藝穗節演出。
👉演出時間
2023.8.05 (六) 11:00
2023.8.05 (六) 14:30
2023.8.06 (日) 11:00 
2023.8.06 (日) 14:30
👉演出地點
華山烏梅劇院（臺北市中正區八德路一段1號）",,0,07/21/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02JSQU9NzjDAgi2bvAYWmH7Ci8M5185AUrh4gKe1poqssP9gpxoCEMexWUMwuvFQXcl,0,0,相片,,,,,總期間,7334,121,68,36,17,350,301,49,,,,,,,,
1.43E+15,4.94E+14,MindDuo親子共讀,"#留言區有驚喜
這本書紅通通的，他看起來好生氣😡
他怎麼了？該怎麼安慰他呢😟

《#孩子的情緒互動書》這套繪本
由四本四色的硬頁書組成，
《生氣的書》紅通通、奧嘟嘟🍅
但小老鼠以同理心溫柔的關心他，
讓他的怒氣逐漸消了下來……

而藍色的《睡覺的書》愛睏了🥱
於是小老鼠帶著他完成睡覺前該做的事，
刷牙、喝一杯水、蓋上被子🛏️

這套書有別於大部分的情緒教養繪本，
沒有引發情緒的「事件」以及「說教」
而是專注刻畫幾個生活中最常見的情緒表情，
讓孩子能從中學習觀察並理解他人的感受👀
不管是想睡、戀愛還是害怕的書，
都畫得生動可愛，讓人難以抗拒！

從書中小老鼠和「書」具體的對話，
更可以讓孩子明白抽象的情緒概念，
透過親子共讀引導孩子思考如何回應，
並讓他用自己的步調與「書」交流、溝通，
讀完繪本後還可以用套書中附贈的「好心情遊戲組」
擲骰子觀察每一面不同的情緒表情，
並且從18張好心情點子卡中挑出相應的紓解情緒方法😌
問問孩子，為什麼這是個好方法🤔

#孩子的情緒互動書  #情緒繪本  #上誼
＃MindDuo3到6歲書單推薦",,0,07/22/2022 08:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0dJ9QQKZnGGtZuq3GhqQMNEogwirtJEavmNqNq3NErcR64QuJDNMWp6A7ZXGAPY9Zl,0,0,相片,,,,,總期間,2619,1136,510,376,250,17,5,12,,,,,,,,
7.56E+14,1.00E+14,MindDuo親子共讀,"#已開獎
#文末有驚喜
#水噹噹阿嬤日 
大家或許不知道一個冷知識，
每年的7/23其實都是「水噹噹阿嬤日」唷🤩
（又或是華麗奶奶日、時尚阿嬤日等等......）
在這天，奶奶、阿嬤們👵
可以盡情地打扮成最漂亮的模樣，
勇敢地抵抗世界對於年齡的標籤，
嘗試那些瘋狂且有趣的計畫，
彷彿真的讓時光倒退50年，
回到那個為自己而活的精彩歲月😎
/
在水噹噹阿嬤日這個特別的日子
小編要來介紹一本相當應景的繪本～
《一起跳舞吧》
講述在一個特別的日子，
奶奶換上了與平常不一樣的套裝，
踩著輕快的步伐，
打算與自己年輕時的好友們，
來一場跨越世代與年齡的舞會！
在舞會中，奶奶化身成翩翩飛舞的蝴蝶，
一個轉身接著一個步伐，
簡直是天生的表演者！💃
或許身體的衰老是無可避免的，
但用飛逝的時光紀在此刻飛舞的當下，
好像也很不錯呢！
/
小編最近常聽一首歌叫她和：時間跳華爾滋
覺得這首歌很符合繪本的主題呢！
「忽然幾個轉身 春夏秋過冬天
再轉身 從少女到中年
轉身 白髮落雙肩
又轉身 已不怕到終點」
正是因為經過了時間的淬煉，
面對生命的逝去、身體的老去，
早已坦然面對，
但釋懷不代表放棄，
那些奶奶、阿嬤們仍舊會把握當下，
創造生命中每個精彩的瞬間，
作為對抗時間洪流的手段！
這樣的奶奶、阿嬤，
果然是最耀眼的！
/
【💖《一起跳舞吧》贈書活動辦法】
1. 按讚 MindDuo親子共讀 粉專
2. 標注兩位朋友，並留言貼出家中奶奶、阿嬤最酷最美的照片
3. 活動截止至8/4 23:59
小編將在8/7抽出一位獲得《一起跳舞吧》！",,0,07/22/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02zH5BXRgHesWeweESr3vE5Q8Am4bR8rh318CYYBZfa3C5jYVP8nUTBsJSYWcLKt35l,0,0,相片,,,,,總期間,6227,236,119,74,43,508,363,145,,,,,,,,
1.00E+15,1.00E+14,MindDuo親子共讀,"已開獎
#有獎徵答
#大暑
今日「大暑」☀️
宜: 閱讀「神奇閃電果」
忌: 長時間曝曬在室外

如果你也覺得熱到要被曬乾了🥵
想要來點涼涼的東西吃的話!
小編熱情推薦你「神奇閃電果」
除了口感爽脆外，
最特別的是吃下去過幾秒後
轟隆隆⚡⚡⚡
起先是閃電酥酥麻麻的感覺
後續接著專屬於你的涼爽小雨💧
這種暢快的感覺讓藍恐龍與小女孩愛不釋手
甚至吸引了一票朋友一起來嚐鮮
這神奇閃電果成為整個村莊抗暑法寶
還研發出各種美味佳餚🍽️

小編看完繪本笑容止不住
雖然神奇閃電果很好吃😋
但吃多了還是會有副作用的啦~
畢竟他是「閃電」呀⚡

最後有獎徵答來啦🎉
你們有什麼對抗酷暑的小妙招嗎?
小編先來分享!
擦完的涼感濕巾先不要丟掉
把它放到腰後，
你會感受到在室外開冷氣的感覺呦😆
小編會選一位最「酷」的留言🆒
送你一本「神奇閃電果」繪本喔
*得獎留言依小編主觀選出，感謝大家的踴躍參與~",,0,07/22/2024 05:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02iZc4dxfFUssRSthHfnLXKRzM6vxJv78kXQcJNFMcPLbZJxXAduzr9p7LM4pSwYRZl,0,0,相片,,,,,總期間,3140,223,95,84,44,163,32,131,,,,,,,,
1.43E+15,4.94E+14,MindDuo親子共讀,"萬眾期待的線上閱讀夏令營開跑啦🥳

今年的活動為期1週，
週一至週五每天都會介紹一本新的繪本，
還會有與繪本主題相應的勞作玩具可以領取‼
讓孩子暑假在家不無聊，
不但可以自己動手做玩具，
也可以透過這些玩具來學習新知🥸

在7/26, 7/28兩天上午10:00-11:00還會有直播的活動，
除了進行繪本的介紹，
也會讓孩子跟著MindDuo做勞作😆
這次勞作的資源是由 Fairykids x 親子玩學趣 協助提供，
要參加的家長們可以事先準備以下材料：
7/26：教材圖檔、色筆、卡紙、剪刀、雙面膠（或膠水）、雙腳釘x2
7/28：教材圖檔、色筆、鉛筆
⚠️教材圖檔會於週一以及週二發布

另外，如果當天直播人數超過100人就會當場抽繪本，
超過300人就會抽MindDuo檯燈哦！
大家快把這個好消息跟朋友們分享吧🤩

線上閱讀夏令營的最後一天我們會舉辦同樂會活動，
大家記得要天天關注並填寫每天介紹的繪本，
到時候才能參加抽獎活動喔～

#MindDuo線上夏令營",,0,07/24/2022 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0ofEjvZzEAo3t6FbJPcueYriix8ium3z9yEmKfsTDEEc5iQBBoCaeDn8GH5EmQYogl,0,0,相片,,,,,總期間,61,121,96,18,7,0,,,,,,,,,,
7.59E+14,1.00E+14,MindDuo親子共讀,"#已開獎
#文末有驚喜🎁
#國際冷笑話日

今天是國際冷笑話日！
熱死人的七月天
太適合聽聽冷笑話降降溫了😉
/
今天要分享的繪本
《太熱的話，脫外套就好啦！》
是由日本最具人氣的繪本作家-吉竹伸介
繪製又可愛又有趣的繪本！💕
/
「希望得到回報的話，
種些花草就好啦！」

「覺得變胖的話，
找到差不多的同伴就好啦！」

「問題太難的話，
那洗個頭，讓一切從頭開始就好啦！」
/
乍看之下，每一句看似是廢話
但其實只是把事情換個角度思考
突破盲點的答案，
讓人更有勇氣面對困境！
好像很廢，但又好像很對～～
/
於是在這個很歡樂很好笑的日子裡
小編送驚喜來囉！

\抽獎活動來啦🎁/
完成以下兩步驟，就有機會獲得好禮 !!!
1.「按讚」: 按讚 MindDuo親子共讀 粉專
2.「留言」: 留言處分享，一則最冷的冷笑話🤣
3.「選出最好笑的冷笑話」: 
讚或心情數最多的留言即可獲得好禮💛

活動截止至8/14 23:59
留言區獲得最多讚的冷笑話(留言)
就可以獲得
《太熱的話，脫外套就好啦！》這本繪本呦~",,0,07/24/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02xHJwkbfBaeaKPgM44M1j4wu1Hpyn81iMpqUdEmo6vj1CEexAZsasGk25tEv3gYfnl,0,0,相片,,,,,總期間,5740,354,227,77,50,704,496,208,,,,,,,,
1.44E+15,4.94E+14,MindDuo親子共讀,"#文末領取勞作學習單 #線上閱讀夏令營DAY1
今天的月亮閃亮亮、圓滾滾，好漂亮🌕
鴨嘴獸輕輕的將網子伸向湖裡的月亮：
「再一點…還差一點點……」

《 #撈月亮》的童趣想像，
絕對會讓你忍不住呵呵笑！
這本書是由日本的
未來出版( みらいパブリッシング)發行，
繁中譯本則是由球球館出版，
故事描寫一個月圓的晚上，
小鴨嘴獸、小針鼴🦔
以及短尾矮袋鼠聚在一起賞月、野餐🍡
這天的月亮看起來特別大、好漂亮！
於是小鴨嘴獸決定把湖裡的月亮撈走，
沒想到他將湖裡的月亮撈走後，
天上的月亮也失蹤了，於是天空變得一片漆黑……

這本充滿溫柔月光的書，
最適合做為晚安繪本😴
也教導孩子「獨樂樂，不如眾樂樂」
與其將美好的事物據為己有，
不如和他人一起共享✨

【勞作學習單領取方法】
這次很開心邀請到 Fairykids x 親子玩學趣 合作
提供許多內容精美的勞作單給大家領取！
延伸今天《 #撈月亮》的故事
要給大家領取的是 #太陽地球月球運轉教具
只要完成以下幾個步驟：
❶ 按讚 MindDuo親子共讀 和 Fairykids x 親子玩學趣 
❷ 留言 @兩位朋友
❸ 回覆你想領取學習單的原因

小編就會私訊學習單連結給你呦😆

📢7/26直播預告‼
《撈月亮》也是明天直播要說的故事，
現場還會抽出兩個市價$990的MindDuo護眼桌墊，
要參加明天直播活動的粉絲，
記得領取今天的勞作單!
並且邀請身邊的朋友一起參加😆
＃MindDuo3到6歲書單推薦",,0,07/25/2022 05:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02e1Y11uiCgZu4gwd9ise5YWK2dUPZz7E3fxic3hJRTV3y4qAjwpTzFQd9FWW5bnQ5l,0,0,相片,,,,,總期間,100,321,136,168,17,2,2,,,,,,,,,
7.47E+14,4.94E+14,MindDuo親子共讀,MindDuo線上閱讀夏令營《撈月亮》說故事,"T姊姊來和大家說故事囉！
今天要說的是和月亮有關的故事，
說完故事後，
還有「地球太陽月亮運轉」勞作的製作教學喲！

說故事繪本：《撈月亮》
作者：野村宇子
譯者： 黃立忻
繪者： 野村宇子
出版社：九童國際文化
日本出版社：みらいパブリッシング",2682,07/25/2022 19:00,N/A,https://www.facebook.com/MindDuoRead/videos/747047693299874/,0,0,直播,,,,,總期間,4105,624,343,239,42,1141,,950,,191,151870.183,34.968,2,0,0,0
7.59E+14,1.00E+14,MindDuo親子共讀,"#颱風天
⚠親愛的MindDuo粉絲請注意！！
🌀颱風 杜蘇芮 即將強勢襲台
已經好久好久沒有颱風那麼接近台灣了～
尤其是颱風還在逐漸增強當中
大家記得做好防颱準備！
小編在這邊提供給大家懶人到不行的懶人包：
‼切勿前往山區、海邊、溪流
‼固定門窗以及花木
‼備妥緊急存糧
/
「大自然強大且充滿力量，
不過，我同樣強大且充滿力量。」
——《當風暴來臨時》
雖然大自然的力量是絕對不可輕視，
且必須要尊敬的，
但是當面臨風暴災害時，
人類雖然渺小，卻充滿韌性，
讓我們再一次挺過這場風暴吧！
/
和小編分享你做了哪些防颱措施吧！！
也歡迎報平安唷～",,0,07/25/2023 05:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02PGxza2ukBzViJn8keALMnMba37c7kFy1L8xELbuWyNx3up77jDPi7netxCTy7cRRl,0,0,相片,,,,,總期間,3206,43,37,4,2,38,28,10,,,,,,,,
1.44E+15,4.94E+14,MindDuo親子共讀,"#文末領取勞作學習單
有一位天真爛漫的小女孩，
她喜歡漫天飛舞的蝴蝶，
大家都叫她「朵朵」

雖然她沒有爸爸，
但社區的爺爺奶奶都十分疼愛她，
她活潑的身影和銀鈴般的笑聲，
總是穿梭在街巷之間，
就像一隻翩翩起舞的蝴蝶🦋

然而有一天，
朵朵開始做惡夢👾
爺爺給她糖果，她不拿。
奶奶對她哈癢，她不笑。
也不再跟著蝴蝶翩翩起舞……

《蝴蝶朵朵》是台灣第一本
以熟人性侵為題材的兒童繪本📖
用故事描繪當孩子被侵犯時的感受與反應，
讓親子雙方能夠共同思考及討論👨‍👩‍👧
不再讓性教育在家庭中缺失。

讀完這本繪本後，
可以用「#身體紅綠燈」學習單
教導孩子立下身體界線，
並且勇敢對隨意的觸碰說不🖐️

【勞作學習單領取方法】
只要按讚 @MindDuo親子共讀
並留言告訴小編，
你怎麼教孩子保護自己的身體❓
就可以領取學習單囉😁

📢7/28直播預告‼
雖然因為版權因素，
小編沒辦法說《蝴蝶朵朵》完整的故事，
不過當天的直播會簡介故事內容，
還會和大家一起畫身體紅綠燈學習單，
記得領取才能和小編一起玩呦，
也記得邀請身邊的朋友一起參加😆
＃MindDuo3到6歲書單推薦",,0,07/26/2022 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0vH156k8GTdxN4wddutZxQm9hw4mKLMHKpZWoy3Jw5wgaja4DDjTkA2Xd7rVF7ZQEl,0,0,相片,,,,,總期間,102,549,223,313,13,9,7,2,,,,,,,,
7.58E+14,1.00E+14,MindDuo親子共讀,"#暑假親子同樂必備書籍
#韓國讀者評價10顆星
今年暑假真是恐怖的酷暑☀
讓全台灣彷彿是顆烤蕃薯🍠
/
即便暑假是親子同樂的大好時機，
但是在如此炎熱的天氣，
一想到要出門，
相信所有爸媽們都感到一陣恐懼🥵
但是別擔心！！
小編今天介紹的這本書，
能夠讓爸媽們不用出門，
也能嗨翻整個暑假噢😎
/
《媽媽牌創意遊戲150+》
作者身為韓國策展人以及五感遊戲專家，
這次要以平易近人「媽媽」的身份，
分享給位家長能夠親子共同玩樂，
同時促進孩子身心發展的150個遊戲！
（150個！！你沒有聽錯😍）
書中的遊戲分為六大類，
💛促進認知與情緒的「感覺統合遊戲」
💛培養想像與觀察的「趣味生活遊戲」
💛提升美感與表達的「藝術繪畫遊戲」
💛促進成就與自信的「暖暖手作遊戲」
💛學習理性科學知識的「知識學習遊戲」
💛刺激五官體驗的「美味料理遊戲」
/
每個遊戲都簡單易懂，
卻又可以為孩子帶來莫大的樂趣！
家長也可以從中培養與孩子的羈絆，
每天只要10分鐘，
用最簡單的方式培養孩子的成就感與創造力！
/
下週小編將會釋出與此本書有關的手作活動，
各位粉絲請持續關注我們喲！
炎炎日頭就讓我待在家一起動手做吧🤩",,0,07/26/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0Y2uL2dSbdPmtW77aHrzduQeUx5rpzcyufAoxdpHussAFGBtkPpYEF8bSYu3wHCpXl,0,0,相片,,,,,總期間,4399,92,85,3,4,265,100,165,,,,,,,,
1.01E+15,1.00E+14,MindDuo親子共讀,"#阿尼的四季時光 
今天要介紹的兩本繪本
是關於春夏秋冬的四季之書🌷
/
從春天到夏天、秋天到冬天，
一點一點變化的季節裡，
能遇到什麼樣的植物和生物呢？

小小的春天
會出現新的小花🌸
羽化的蝴蝶🦋
還有春天的空氣

炎熱的夏天🐬
會到海邊
看到了好多好多海洋生物

經過了午後雷陣雨
看到了夏日的晚霞

到了秋天🍂
在滿月的日子裡摘芒草賞月
吃秋天的栗子🌰

到了冬天
樹上的葉子掉光光了
聖誕節和冬眠的日子都來臨🎄
/
在生活上用心感受
就會發現原來一年四季是這麼的奧妙
結合了天氣、節日

跟小編說說
你最喜歡是什麼季節吧！",,0,07/26/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid029zGcga76r7XcGB4MNZsYqLubeW3Fk4mfqZM8tfLcNYc1voq8BDzAEC8t5amr3zLVl,0,0,相片,,,,,總期間,5351,132,88,34,10,199,80,119,,,,,,,,
